Date,Close,High,Low,Open,Volume,RSI,MACD,MACD_Signal,BB_Upper,BB_Mid,BB_Lower,ATR,ADX,SMA_20,SMA_50,SMA_200,kairi_20,kairi_200,vol_ratio,return_lag_1,rsi_lag_1,return_lag_2,rsi_lag_2,return_lag_3,rsi_lag_3,target_return,ticker
2025-03-10,13030.0,13275.0,12980.0,13070.0,1949729,67.77316735796714,-2495.6402971604784,-3792.1177741334573,13278.740442397026,12262.75,11246.759557602974,405.0,5.602140330436947,12262.75,11972.9,14976.945,6.2567531752665495,-12.999613739651172,1.222048339920567,-0.010630220197418327,70.20057306562097,0.0357710651828298,66.39741518548317,0.015984405458089768,64.92890995231943,-0.021723119532318542,1357.T
2025-03-11,13210.0,13770.0,13200.0,13550.0,1489266,71.08108108081213,-2267.9686776456547,-3487.287954835897,13414.20411250435,12324.75,11235.29588749565,442.85714285714283,5.378861627069475,12324.75,11993.5,15042.27,7.182701474674946,-12.180807816905293,0.9967013671845197,0.013814274750575617,67.77316735796714,0.0030372057706908873,70.20057306562097,0.050079491255961894,66.39741518548317,-0.05885196982009018,1357.T
2025-03-12,13200.0,13300.0,13090.0,13250.0,844625,70.12448132752925,-2064.5454010725516,-3202.7394440832277,13529.082628173308,12386.0,11242.917371826692,442.85714285714283,5.18825558961022,12386.0,12019.9,15107.54,6.571936056838368,-12.626410388455046,0.6108953423899781,-0.0007570022710068347,71.08108108081213,0.01304681504221028,67.77316735796714,0.002277904328018332,70.20057306562097,-0.05448818528406968,1357.T
2025-03-13,13195.0,13220.0,12825.0,12955.0,1321664,67.2205438063622,-1882.0394675628831,-2938.599448779159,13623.210065177336,12451.75,11280.289934822664,440.0,5.054281455813039,12451.75,12044.4,15172.795,5.9690404963157695,-13.03513953757366,0.9350050172022405,-0.00037878787878786735,70.12448132752925,-0.001135503406510252,71.08108108081213,0.012663085188027612,67.77316735796714,-0.04772971868299293,1357.T
2025-03-14,12985.0,13395.0,12945.0,13280.0,1246482,64.6802325578763,-1734.3548818494637,-2697.75053539322,13638.731866524076,12522.75,11406.768133475924,456.7857142857143,4.897532599108375,12522.75,12065.5,15236.99,3.6912818670020497,-14.779756369204156,0.9096063700949507,-0.01591511936339518,67.2205438063622,-0.01628787878787874,70.12448132752925,-0.017032551097653337,71.08108108081213,-0.030494935310138218,1357.T
2025-03-17,12750.0,12790.0,12655.0,12700.0,867151,56.71641791021074,-1617.629296098501,-2481.7262875342763,13632.197739570727,12572.25,11512.302260429273,451.07142857142856,4.805832405208556,12572.25,12087.1,15300.0,1.413828073733825,-16.666666666666664,0.751536438056794,-0.01809780515979975,64.6802325578763,-0.03372489579386129,67.2205438063622,-0.03409090909090906,70.12448132752925,-0.021403908663153493,1357.T
2025-03-18,12455.0,12480.0,12355.0,12420.0,1050852,51.12044817907124,-1531.2758679905,-2291.636203625521,13596.185632752475,12607.75,11619.314367247525,455.0,4.779700901346148,12607.75,12111.9,15361.555,-1.2115563839701804,-18.920968612878063,0.9856467372280272,-0.023137254901960835,56.71641791021074,-0.04081632653061229,64.6802325578763,-0.05608184918529746,67.2205438063622,-0.010086831537890792,1357.T
2025-03-19,12500.0,12500.0,12275.0,12485.0,1092139,53.352353780100735,-1442.5798674159596,-2121.824936383609,13532.707543389066,12650.25,11767.792456610934,456.7857142857143,4.767610839942493,12650.25,12133.7,15423.32,-1.1877235627754446,-18.953895788974094,0.978919517959632,0.0036130068245685543,51.12044817907124,-0.019607843137254943,56.71641791021074,-0.0373507893723527,64.6802325578763,0.001998002662673058,1357.T
2025-03-21,12580.0,12630.0,12375.0,12605.0,887979,42.631578947159,-1350.26727588416,-1967.5134042837194,13466.53823261283,12692.0,11917.46176738717,407.85714285714283,4.724428895459098,12692.0,12149.7,15485.495,-0.8824456350457033,-18.762687276060596,0.8630199453679905,0.006399999999999961,53.352353780100735,0.010036130068245663,51.12044817907124,-0.013333333333333308,56.71641791021074,0.01342302033214077,1357.T
2025-03-24,12595.0,12600.0,12465.0,12480.0,706118,51.24999999970104,-1261.3583534488844,-1826.2823941167526,13435.516426586637,12719.0,12002.483573413363,382.85714285714283,4.6843313770832395,12719.0,12175.1,15547.745,-0.9749194119034521,-18.991467894540335,0.7668129304321517,0.0011923688394277487,42.631578947159,0.007600000000000051,53.352353780100735,0.011240465676435107,51.12044817907124,0.08701137698962969,1357.T
